siguientes pasos planos escuela o colegio,hacerlos necesitan papel cuadriculado lápiz reglas cintas medir terreno y superficies construidas y patio
hacerlos necesitan papel cuadriculado lápiz reglas cintas medir terreno y superficies construidas y patio,Medir superficie terreno escuela o colegio áreas construidas área patio cuantificando patio jardín y vegetación
Medir superficie terreno escuela o colegio áreas construidas área patio cuantificando patio jardín y vegetación,Elaborar tabla resultados y contrastar datos superficie ideal áreas verdes área construida tabla
Elaborar tabla resultados y contrastar datos superficie ideal áreas verdes área construida tabla,Tabla áreas construidas y áreas verdes Área o zona escolar Superficie terreno escuela Patios medirse y registrarse separado Áreas construidas recomienda diferenciarlas tipo oficinas salones talleres laboratorios baños terreno descubierto jardines o vegetación piso cemento Tamaño Porcentaje terreno Porcentaje zona construida Porcentaje patios escuela Figura escuela Inventario árboles y plantas escuela indispensable inventario árboles y plantas existentes escuela o colegio tarea útil planear mejorar jardín actividad atractiva desarrollar grupos estudiantes
Tabla áreas construidas y áreas verdes Área o zona escolar Superficie terreno escuela Patios medirse y registrarse separado Áreas construidas recomienda diferenciarlas tipo oficinas salones talleres laboratorios baños terreno descubierto jardines o vegetación piso cemento Tamaño Porcentaje terreno Porcentaje zona construida Porcentaje patios escuela Figura escuela Inventario árboles y plantas escuela indispensable inventario árboles y plantas existentes escuela o colegio tarea útil planear mejorar jardín actividad atractiva desarrollar grupos estudiantes,inventario planta o árbol nombre y responsable pendiente cuidado y mantenimiento
inventario planta o árbol nombre y responsable pendiente cuidado y mantenimiento,proyecto apoyo jardinero o persona conozca jardinería o botánica ayuda disponer guías plantas comunes región
proyecto apoyo jardinero o persona conozca jardinería o botánica ayuda disponer guías plantas comunes región,Recuadro Control natural plagas importante considerar problemas áreas verdes urbanas sustancias químicas controlar hierbas o plagas
Recuadro Control natural plagas importante considerar problemas áreas verdes urbanas sustancias químicas controlar hierbas o plagas,alternativa conformar grupos estudiantes salón realicen desyerbe o utilizar sustancias naturales alternativas
alternativa conformar grupos estudiantes salón realicen desyerbe o utilizar sustancias naturales alternativas,ajo molido y diluido agua resultados
ajo molido y diluido agua resultados,Pino Tegucigalpa Honduras Lapacho rosado Asunción Paraguay Lapacho amarillo Curitiba Brasil Lapacho Blanco Aires Argentina Tabla hacerse inventario vegetación escolar Nombre científico o común árbol Ubicación Tamaño salud Origen planta Observaciones adicionales Jacaranda mimosifolia baños Nueve metros plaga inicial muérdago Nativa Sombra jugar patio raíces afectando muro baños Eucalipto rojo esquina barda sur Nueve metros Sano región Sombra y protección viento árbol originario región posiblemente podríamos pensar sustituirlo sano y hermoso Eucalipto rojo línea metros Sano región Sombra y protección viento condiciones Eucalipto rojo línea metros Sano región Sombra y protección viento condiciones Ciruelo Frente a dirección metros Sano región Sombra y fruta temporada año fruta Mantenimiento y cuidado áreas verdes Figura jardinería Shovel Watering can Pruners Gloves Plantpot Rake Clippers Trowel situación infraestructura o equipamiento cuidado áreas verdes escuela ayudará a considerar planeación aspectos relacionados mantenimiento
Pino Tegucigalpa Honduras Lapacho rosado Asunción Paraguay Lapacho amarillo Curitiba Brasil Lapacho Blanco Aires Argentina Tabla hacerse inventario vegetación escolar Nombre científico o común árbol Ubicación Tamaño salud Origen planta Observaciones adicionales Jacaranda mimosifolia baños Nueve metros plaga inicial muérdago Nativa Sombra jugar patio raíces afectando muro baños Eucalipto rojo esquina barda sur Nueve metros Sano región Sombra y protección viento árbol originario región posiblemente podríamos pensar sustituirlo sano y hermoso Eucalipto rojo línea metros Sano región Sombra y protección viento condiciones Eucalipto rojo línea metros Sano región Sombra y protección viento condiciones Ciruelo Frente a dirección metros Sano región Sombra y fruta temporada año fruta Mantenimiento y cuidado áreas verdes Figura jardinería Shovel Watering can Pruners Gloves Plantpot Rake Clippers Trowel situación infraestructura o equipamiento cuidado áreas verdes escuela ayudará a considerar planeación aspectos relacionados mantenimiento,escuela cuente sistema riego completo o instrumentos llevarlo a cabo contenedores agua tuberías mangueras aspersores o terminales goteo bombas válvulas
escuela cuente sistema riego completo o instrumentos llevarlo a cabo contenedores agua tuberías mangueras aspersores o terminales goteo bombas válvulas,conveniente consultar encargado jardines condiciones elementos funcionen correctamente
conveniente consultar encargado jardines condiciones elementos funcionen correctamente,instalaciones útiles manejo áreas verdes incluir almacenes o herramienta jardinería
instalaciones útiles manejo áreas verdes incluir almacenes o herramienta jardinería,o disponibilidad permite caso contar almacén adaptar espacio escuela o colegio cumplir función
o disponibilidad permite caso contar almacén adaptar espacio escuela o colegio cumplir función,tabla servirte inventario y herramientas y enseres ayudarán mantenimiento patios y jardines escolares
tabla servirte inventario y herramientas y enseres ayudarán mantenimiento patios y jardines escolares,Tijeras Pala mano Rastrillo Guantes Pala Pinzas Matera Regadera Tabla y estructuras y herramientas mantenimiento áreas verdes Estructura o herramienta Condición actual Acciones tomar Comentarios Sistema riego caso exista y funcione Determinar sistema suficiente proyecto a desarrollar
Tijeras Pala mano Rastrillo Guantes Pala Pinzas Matera Regadera Tabla y estructuras y herramientas mantenimiento áreas verdes Estructura o herramienta Condición actual Acciones tomar Comentarios Sistema riego caso exista y funcione Determinar sistema suficiente proyecto a desarrollar,caso exista y funcione Establecer calendario riego función tipo plantas
caso exista y funcione Establecer calendario riego función tipo plantas,caso exista viable repararlo y establecer calendario riesgo
caso exista viable repararlo y establecer calendario riesgo,repararse determinar método riego alterno
repararse determinar método riego alterno,desperdiciar agua podríamos construir a sistema riego goteo Almacén caso exista Determinar método riego alterno y establecer calendario
desperdiciar agua podríamos construir a sistema riego goteo Almacén caso exista Determinar método riego alterno y establecer calendario,caso exista Evaluar acondicionado almacenar herramientas y materiales
caso exista Evaluar acondicionado almacenar herramientas y materiales,Herramientas palas rastrillos picos azadones cultivadores rodillos escobas tijeras podar carretillas cortacésped Contabilizar y analizar Establecer y adecuar espacio escuela o colegio usarlo almacén
Herramientas palas rastrillos picos azadones cultivadores rodillos escobas tijeras podar carretillas cortacésped Contabilizar y analizar Establecer y adecuar espacio escuela o colegio usarlo almacén,Sostenibilidad ambiental escuela Recomendaciones planeación patio y jardín escuela dependerá resultado diagnóstico hayas o caso estén planeando construcción edificación posibilidades ofrezca terreno hará construcción recursos cuenten y características ecosistema vivas
Sostenibilidad ambiental escuela Recomendaciones planeación patio y jardín escuela dependerá resultado diagnóstico hayas o caso estén planeando construcción edificación posibilidades ofrezca terreno hará construcción recursos cuenten y características ecosistema vivas,recomendaciones generales diseño Elegir preferentemente plantas región
recomendaciones generales diseño Elegir preferentemente plantas región,ventajas sembrar especies nativas adaptan forma natural a condiciones suelo evitando gastos fertilización o preparación especial terreno
ventajas sembrar especies nativas adaptan forma natural a condiciones suelo evitando gastos fertilización o preparación especial terreno,adaptan a insectos y parásitos atacan mantenerlos costoso y evita sustancias químicas contaminantes
adaptan a insectos y parásitos atacan mantenerlos costoso y evita sustancias químicas contaminantes,Atraen y ofrecen refugio a fauna silvestre pájaros y mariposas
Atraen y ofrecen refugio a fauna silvestre pájaros y mariposas,necesidades agua acordes clima región disminuye riego y gastos implica
necesidades agua acordes clima región disminuye riego y gastos implica,compiten desplazan a especies naturales contrario ofrecen espacio mantenga diversidad biológica región
compiten desplazan a especies naturales contrario ofrecen espacio mantenga diversidad biológica región,Considerar características crecimiento desarrollo raíces y ramas compatible infraestructura escuela o colegio
Considerar características crecimiento desarrollo raíces y ramas compatible infraestructura escuela o colegio,Evitar plantas tóxicas particularmente escuelas niños pequeños
Evitar plantas tóxicas particularmente escuelas niños pequeños,Tomar vegetación forma aislar infraestructura y ofrecer mejores condiciones aprendizaje y salud enseñan y aprenden aulas
Tomar vegetación forma aislar infraestructura y ofrecer mejores condiciones aprendizaje y salud enseñan y aprenden aulas,sembrar plantas paredes reciben exposición sol zonas cálidas reducir calor paredes y necesidad sistemas aire acondicionado
sembrar plantas paredes reciben exposición sol zonas cálidas reducir calor paredes y necesidad sistemas aire acondicionado,Igualmente árboles proteger zonas frías viento invernal y permitir patios meses invierno
Igualmente árboles proteger zonas frías viento invernal y permitir patios meses invierno,Mezclar instalaciones permiten diversos tipos espacios jardinados permitan convivencia y esparcimiento personal centro escolar
Mezclar instalaciones permiten diversos tipos espacios jardinados permitan convivencia y esparcimiento personal centro escolar,considerar jardines y disfrutar y embellecer escuela o colegio
considerar jardines y disfrutar y embellecer escuela o colegio,Promover participación comunidad escolar construcción patios y jardines mantenimiento
Promover participación comunidad escolar construcción patios y jardines mantenimiento,tengan encargado jardinería proyecto emprenderán requerirá participación personas
tengan encargado jardinería proyecto emprenderán requerirá participación personas,Definan atención acuerdos
Definan atención acuerdos,lástima labor potencial educativo aprovechara estudiantes y maestros trabajaran e padres
lástima labor potencial educativo aprovechara estudiantes y maestros trabajaran e padres,Establecer diseño jardines plan mantenimiento áreas verdes
Establecer diseño jardines plan mantenimiento áreas verdes,Tomar pequeñas herramientas o enseres necesarios construir jardín provenir reciclaje materiales escuela o casas estudiantes o maestros
Tomar pequeñas herramientas o enseres necesarios construir jardín provenir reciclaje materiales escuela o casas estudiantes o maestros,Navegar red ofrece numerosas ideas volar salones clases idear usos viejos materiales
Navegar red ofrece numerosas ideas volar salones clases idear usos viejos materiales,Recuadro construir pequeños rincones jardín jardín escolar crearse espacios actividades recreo y juego utilizando rocas y troncos a asientos sombra árboles
Recuadro construir pequeños rincones jardín jardín escolar crearse espacios actividades recreo y juego utilizando rocas y troncos a asientos sombra árboles,sitios usarse leer y platicar clases sesiones aire libre
sitios usarse leer y platicar clases sesiones aire libre,estudiantes diseñar tableros y juegos mesa jardín
estudiantes diseñar tableros y juegos mesa jardín,escuelas extensas áreas patio transformar jardín senderos naturales bebederos aves y sitios permiten observación y reflexión estudiantes
escuelas extensas áreas patio transformar jardín senderos naturales bebederos aves y sitios permiten observación y reflexión estudiantes,Green zone tipos jardines posibles construir tantas opciones imaginación humana
Green zone tipos jardines posibles construir tantas opciones imaginación humana,sugerimos ideas renglones enlistados sensibles contenido ampliado Figura escuela diseño jardín Huertos horizontales Jardines verticales Jardines lluvia Naturación azoteas Área verde Área verde Salón Salón Salón Área verdeParque Jardín Retirar raíces estolones y bulbillos hierbas vayan saliendo remover tierra
sugerimos ideas renglones enlistados sensibles contenido ampliado Figura escuela diseño jardín Huertos horizontales Jardines verticales Jardines lluvia Naturación azoteas Área verde Área verde Salón Salón Salón Área verdeParque Jardín Retirar raíces estolones y bulbillos hierbas vayan saliendo remover tierra,Extender capa a cm abono orgánico estiércol o compost tierra esté labrada y limpia
Extender capa a cm abono orgánico estiércol o compost tierra esté labrada y limpia,revisa apartado compost Gestión Residuos
revisa apartado compost Gestión Residuos,surcos
surcos,Sembrar semillas o plántulas hayan producido previamente semilleros
Sembrar semillas o plántulas hayan producido previamente semilleros,Regar cultivo y limpiarlo hierbas ajenas a periódicamente
Regar cultivo y limpiarlo hierbas ajenas a periódicamente,Disfrutar huerto y cosecharlo madure verdura o hierbas olor o plantas medicinales estén listas cosechar
Disfrutar huerto y cosecharlo madure verdura o hierbas olor o plantas medicinales estén listas cosechar,Huertos horizontales huertos escolares crear espacios verdes escuela o colegio recurso útil clases y crear ambiente cooperación y responsabilidad
Huertos horizontales huertos escolares crear espacios verdes escuela o colegio recurso útil clases y crear ambiente cooperación y responsabilidad,Permiten a estudiantes observar directamente ciclos vida y gozar resultados llegue cosecha
Permiten a estudiantes observar directamente ciclos vida y gozar resultados llegue cosecha,productos huerto ofrecer pequeño regalo a familias niños y jóvenes e involucrarlos a comunidad escolar
productos huerto ofrecer pequeño regalo a familias niños y jóvenes e involucrarlos a comunidad escolar,aprovecharse cocina escolar u organizar festival ensaladas celebrar recolección
aprovecharse cocina escolar u organizar festival ensaladas celebrar recolección,huertos escolares diverso tipo hortalizas hierbas medicinales o mezcla
huertos escolares diverso tipo hortalizas hierbas medicinales o mezcla,patio escuela o colegio terreno amplio forma horizontal y huertos verticales suelo o macetones o contenedores
patio escuela o colegio terreno amplio forma horizontal y huertos verticales suelo o macetones o contenedores,pasos huerto horizontal Limpiar terreno hierbas piedras palos y tipo objetos extraños y separar puedan servir adorno o
pasos huerto horizontal Limpiar terreno hierbas piedras palos y tipo objetos extraños y separar puedan servir adorno o,Considerar características suelo función fertilicen o cambien caso esté contaminado
Considerar características suelo función fertilicen o cambien caso esté contaminado,Regar tierra a labrar esté ligeramente húmeda
Regar tierra a labrar esté ligeramente húmeda,Arar tierra pico pala y azadón
Arar tierra pico pala y azadón,sembrar hortalizas importante labrar tierra
sembrar hortalizas importante labrar tierra,Jardines verticales escuela o colegio espacio suficiente huerto horizontal buscar alturas
Jardines verticales escuela o colegio espacio suficiente huerto horizontal buscar alturas,jardines y huertos verticales vuelto famosos y comunes ciudades mundo y verdaderamente asombrosas hacerse y bellos volverse muros
jardines y huertos verticales vuelto famosos y comunes ciudades mundo y verdaderamente asombrosas hacerse y bellos volverse muros,jardines verticales actuales atracciones turísticas ciudades mundo
jardines verticales actuales atracciones turísticas ciudades mundo,tipos jardín o huerto vertical sencillos consisten sembrar directamente tierra muro o colocar macetones o macetas enredaderas trepen muros sofisticados funcionan estructura contiene sistema riego y requieren sustrato especial o preparado hidropónico nutrir y mantener plantas
tipos jardín o huerto vertical sencillos consisten sembrar directamente tierra muro o colocar macetones o macetas enredaderas trepen muros sofisticados funcionan estructura contiene sistema riego y requieren sustrato especial o preparado hidropónico nutrir y mantener plantas,mostramos sencillos
mostramos sencillos,escuela posibilidades construir elaborado puedes pedir asesoría técnica oficinas ambiente localidad o buscar internet organizaciones o empresas dedican a construcción obras
escuela posibilidades construir elaborado puedes pedir asesoría técnica oficinas ambiente localidad o buscar internet organizaciones o empresas dedican a construcción obras,Toma muros ventaja relación árboles brindan calor
Toma muros ventaja relación árboles brindan calor,climas fríos puedes ayudarlos a crecer y a frutos temporada
climas fríos puedes ayudarlos a crecer y a frutos temporada,jardín vertical simple Jard ines vert icale s a condiciones climáticas zona demandar demasiadas condiciones o recursos especiales crecimiento
jardín vertical simple Jard ines vert icale s a condiciones climáticas zona demandar demasiadas condiciones o recursos especiales crecimiento,elegir plantas enredaderas estructura leñosa moldearse y hacerla crecer pegada a pared clase plantas normalmente setos vallas o figuras
elegir plantas enredaderas estructura leñosa moldearse y hacerla crecer pegada a pared clase plantas normalmente setos vallas o figuras,Puedes revisar jardines locales y preguntar características y necesidades cuidado
Puedes revisar jardines locales y preguntar características y necesidades cuidado,mezcla tipos plantas permitirte muro diversos tonos verde o distintos colores
mezcla tipos plantas permitirte muro diversos tonos verde o distintos colores,Haz hoyos recibirán plantas caso tierra esté desnuda o Escoge muros deseen naturar diagnóstico escuela o colegio
Haz hoyos recibirán plantas caso tierra esté desnuda o Escoge muros deseen naturar diagnóstico escuela o colegio,conveniente elegir muros exponen sol caso localidades cuyo clima cálido o enfrían impermeabilizados o viento azota directamente
conveniente elegir muros exponen sol caso localidades cuyo clima cálido o enfrían impermeabilizados o viento azota directamente,Indaga tipo enredaderas crecen forma natural región o introducidas adaptado quitar cemento patio piso
Indaga tipo enredaderas crecen forma natural región o introducidas adaptado quitar cemento patio piso,Coloca macetas pegadas a pared puestas piso o pequeñas colgadas muros piso cemento y deseable quitar
Coloca macetas pegadas a pared puestas piso o pequeñas colgadas muros piso cemento y deseable quitar,materiales diversos barro PET latas madera dependiendo posibilidades financieras escuela o colegio o creativo quieras
materiales diversos barro PET latas madera dependiendo posibilidades financieras escuela o colegio o creativo quieras,internet puedes encontrar gama enorme ejemplos colocar frase jardín vertical
internet puedes encontrar gama enorme ejemplos colocar frase jardín vertical,Llena macetas o hoyos tierra y compost y siembra plantas cualquiera casos anteriores
Llena macetas o hoyos tierra y compost y siembra plantas cualquiera casos anteriores,enredadera seguramente principio necesitará tipo sujetador permita mantenerse pegada a pared y planta frágil posiblemente requiera vara o palo ayude a mantenerse erguida
enredadera seguramente principio necesitará tipo sujetador permita mantenerse pegada a pared y planta frágil posiblemente requiera vara o palo ayude a mantenerse erguida,Riega periódicamente y elimina eventuales plagas hierbas o fertilizar tierra
Riega periódicamente y elimina eventuales plagas hierbas o fertilizar tierra,fertilización control plagas recomienda productos naturales
fertilización control plagas recomienda productos naturales,Enredaderas y trepadoras plantas ornato comestibles o medicinales Jardines lluvia jardín lluvia básicamente jardinera capacidad retener agua y permitir filtre subsuelo
Enredaderas y trepadoras plantas ornato comestibles o medicinales Jardines lluvia jardín lluvia básicamente jardinera capacidad retener agua y permitir filtre subsuelo,característica área adyacente humedad y facilite desarrollo plantas sistemas riego adicionales particularmente vegetación establecida
característica área adyacente humedad y facilite desarrollo plantas sistemas riego adicionales particularmente vegetación establecida,característica básica jardines vegetación nativa colabora protección y restauración recursos naturales región
característica básica jardines vegetación nativa colabora protección y restauración recursos naturales región,Gracias a dicha condición cataloga jardines autosostenibles plantas nativas adaptadas a ciclos climáticos característicos región y requieren riego adicional fertilización
Gracias a dicha condición cataloga jardines autosostenibles plantas nativas adaptadas a ciclos climáticos característicos región y requieren riego adicional fertilización,virtudes adicionales clase jardines ayudan a controlar problemas producidos inundaciones reducir cantidad e intensidad escurrimientos y retienen contaminantes y sedimentos agua filtra subsuelo esté limpia
virtudes adicionales clase jardines ayudan a controlar problemas producidos inundaciones reducir cantidad e intensidad escurrimientos y retienen contaminantes y sedimentos agua filtra subsuelo esté limpia,Figura jardín lluvia típico Construcción jardín lluvia Seleccionar diagnóstico áreas verdes escuela o colegio áreas albergar jardines lluvia
Figura jardín lluvia típico Construcción jardín lluvia Seleccionar diagnóstico áreas verdes escuela o colegio áreas albergar jardines lluvia,necesario considerar Contar mínimo metros distancia construcción
necesario considerar Contar mínimo metros distancia construcción,Dejar metros distancia árboles establecidos área
Dejar metros distancia árboles establecidos área,Ubicar instalaciones subterráneas escuela o colegio tuberías drenaje agua potable o riego instalaciones eléctricas fosa séptica evitando dañarlas
Ubicar instalaciones subterráneas escuela o colegio tuberías drenaje agua potable o riego instalaciones eléctricas fosa séptica evitando dañarlas,Improved ground compost sand Perforated pipe of cm for drainage optional Geotextile Native vegetation cm Gravel rocks or debris Nonmodified ground Grass fringe damping optional Variable width Varies depending on slope Maximum slope cm MIN At least cm P Zona encharcamiento Zona filtrado y detención cm cm cm Zona almacenamiento y recarga Prácticamente área verde convertir jardín lluvia o albergar
Improved ground compost sand Perforated pipe of cm for drainage optional Geotextile Native vegetation cm Gravel rocks or debris Nonmodified ground Grass fringe damping optional Variable width Varies depending on slope Maximum slope cm MIN At least cm P Zona encharcamiento Zona filtrado y detención cm cm cm Zona almacenamiento y recarga Prácticamente área verde convertir jardín lluvia o albergar,A continuación veamos jardines Elaborar plano basado plano escuela o colegio delimiten y especifiquen forma y tamaño jardín lluvia
A continuación veamos jardines Elaborar plano basado plano escuela o colegio delimiten y especifiquen forma y tamaño jardín lluvia,Excavar y cm profundidad área destinada a jardín lluvia
Excavar y cm profundidad área destinada a jardín lluvia,Formar denomina zona recarga materiales pétreos piedras gravas o escombros pétreos
Formar denomina zona recarga materiales pétreos piedras gravas o escombros pétreos,a cm profundidad considerando profunda capa capacidad retención agua
a cm profundidad considerando profunda capa capacidad retención agua,Colocar geotextil o capa aislante permita separar zona filtrado y zona recarga
Colocar geotextil o capa aislante permita separar zona filtrado y zona recarga,malla nailon tejido llamada mallasombra empleadas sombra jardines e invernaderos
malla nailon tejido llamada mallasombra empleadas sombra jardines e invernaderos,Formar zona filtrado colocando capa tierra jardín mejorada materia orgánica o compost a materia orgánica y a suelo obtenido capa espesor a cm
Formar zona filtrado colocando capa tierra jardín mejorada materia orgánica o compost a materia orgánica y a suelo obtenido capa espesor a cm,Improved ground compost sand Perforated pipe of cm for drainage optional Geotextile Native vegetation cm Gravel rocks or debris Nonmodified ground Grass fringe damping optional Variable width Varies depending on slope Maximum slope cm MIN At least cm P Figura jardín lluvia especifican materiales y grosor Capa amortiguación opcional Suelo mejorado compost arena Suelo modificado Tubo perforado cm drenaje opcional Vegetación nativa Pendiente máxima cm mínimo P Varía dependiendo pendiente cmAnchura variable cm Grava rocas o escombros Geotextil cm mínimo Capa mantillo Plantar vegetación habitará jardín lluvia procurando flora nativa totalidad o mayoría
Improved ground compost sand Perforated pipe of cm for drainage optional Geotextile Native vegetation cm Gravel rocks or debris Nonmodified ground Grass fringe damping optional Variable width Varies depending on slope Maximum slope cm MIN At least cm P Figura jardín lluvia especifican materiales y grosor Capa amortiguación opcional Suelo mejorado compost arena Suelo modificado Tubo perforado cm drenaje opcional Vegetación nativa Pendiente máxima cm mínimo P Varía dependiendo pendiente cmAnchura variable cm Grava rocas o escombros Geotextil cm mínimo Capa mantillo Plantar vegetación habitará jardín lluvia procurando flora nativa totalidad o mayoría,diseño sembrado mezclarse árboles arbustos hierbas o pastos
diseño sembrado mezclarse árboles arbustos hierbas o pastos,recomendable y atractivo vegetación flores atraigan mariposas y colibríes
recomendable y atractivo vegetación flores atraigan mariposas y colibríes,capa acolchado o cm espesor
capa acolchado o cm espesor,acolchado formado generalmente madera triturada o gravilla función mantener drenaje superior suelo impedir crecimiento hongos y evitar descomposición tallos pérdida agua evaporación
acolchado formado generalmente madera triturada o gravilla función mantener drenaje superior suelo impedir crecimiento hongos y evitar descomposición tallos pérdida agua evaporación,Jardín luvia Fotos Jardines azotea naturación azoteas vuelto forma aislar edificaciones encuentran climas extremos calientes o fríos y sitios espacio jardín convencional
Jardín luvia Fotos Jardines azotea naturación azoteas vuelto forma aislar edificaciones encuentran climas extremos calientes o fríos y sitios espacio jardín convencional,tierra y plantas ofrecen posibilidad
tierra y plantas ofrecen posibilidad,contribuir a mejorar calidad aire sitios polución partículas suspendidas o emisiones gases
contribuir a mejorar calidad aire sitios polución partículas suspendidas o emisiones gases,beneficios acompañados lista puntos atender costos asociados a preparación techo y mantenimiento jardín reforzamiento estructura aislamiento superficie dañen raíces y penetre agua establecimiento sistemas drenaje mantenimiento necesitar techo añadiendo costos remover jardín y volver a ponerlo
beneficios acompañados lista puntos atender costos asociados a preparación techo y mantenimiento jardín reforzamiento estructura aislamiento superficie dañen raíces y penetre agua establecimiento sistemas drenaje mantenimiento necesitar techo añadiendo costos remover jardín y volver a ponerlo,pasos seguir construir azotea verde Valorar azotea convertirse jardín
pasos seguir construir azotea verde Valorar azotea convertirse jardín,plan jardinería asesorados especialista
plan jardinería asesorados especialista,incluye cálculo costos elección materiales y especies plantas recuerda especies nativas recomendación plan equipo asesoría y comunidad escolar incluye trabajarán construcción mantenimiento
incluye cálculo costos elección materiales y especies plantas recuerda especies nativas recomendación plan equipo asesoría y comunidad escolar incluye trabajarán construcción mantenimiento,tipo techo candidato a convertirse azotea verde y capaz soportar carga kilos metro cuadrado
tipo techo candidato a convertirse azotea verde y capaz soportar carga kilos metro cuadrado,recomendamos pedir asesoría a arquitecto o ingeniero
recomendamos pedir asesoría a arquitecto o ingeniero,proyecto necesites financiamiento
proyecto necesites financiamiento,sección información puedes encontrar sugerencias buscarlo
sección información puedes encontrar sugerencias buscarlo,comunidad escolar participe etapas proyecto conveniente asesorados profesional
comunidad escolar participe etapas proyecto conveniente asesorados profesional,grupos ofrecen servicio
grupos ofrecen servicio,Adecuar superficie azotea implica nivelar techo manteniendo pendiente facilite drenaje y preparar superficie impermeabilización especial
Adecuar superficie azotea implica nivelar techo manteniendo pendiente facilite drenaje y preparar superficie impermeabilización especial,Impermeabilizar a prueba raíces
Impermeabilizar a prueba raíces,emplea impermeabilizante bituminoso inhibidor o tipo plástico evita paso raíces techo y paso agua
emplea impermeabilizante bituminoso inhibidor o tipo plástico evita paso raíces techo y paso agua,diversas marcas y tipos y comunes mercado Latinoamérica
diversas marcas y tipos y comunes mercado Latinoamérica,internet puedes encontrar información y conseguirlos
internet puedes encontrar información y conseguirlos,Colocar drenaje desagües material pétreo o membrana drenante permitirán filtración excedentes agua y conducción desagües azotea o cisterna pluvial reutilizar agua riego azotea o jardín
Colocar drenaje desagües material pétreo o membrana drenante permitirán filtración excedentes agua y conducción desagües azotea o cisterna pluvial reutilizar agua riego azotea o jardín,capa sustrato sembrarán plantas
capa sustrato sembrarán plantas,capa profundidad mínima cm y preferentemente y cm climas fríos profundidad mayores capacidad retención agua y probabilidad sobrevivencia plantas compuesta materiales ligeros y porosos retienen humedad y aportan nutrientes adecuados a especies plantadas
capa profundidad mínima cm y preferentemente y cm climas fríos profundidad mayores capacidad retención agua y probabilidad sobrevivencia plantas compuesta materiales ligeros y porosos retienen humedad y aportan nutrientes adecuados a especies plantadas,Plantar vegetales seleccionados
Plantar vegetales seleccionados,mantenimiento cotidiano a azotea verde
mantenimiento cotidiano a azotea verde,allá escuela escuelas carecer patio o jardín mejorar optar adoptar y área cercana a escuela parque cuidado o terreno baldío o desnudo jóvenes recrearse
allá escuela escuelas carecer patio o jardín mejorar optar adoptar y área cercana a escuela parque cuidado o terreno baldío o desnudo jóvenes recrearse,recomendaciones escuela Averiguar condiciones legales sitio interesa dueños o encargados condiciones
recomendaciones escuela Averiguar condiciones legales sitio interesa dueños o encargados condiciones,claridad evaluar ofrece condiciones comunidad escolar involucre
claridad evaluar ofrece condiciones comunidad escolar involucre,autorización escrita institución o persona encargada sitio interesa transformar
autorización escrita institución o persona encargada sitio interesa transformar,diagnóstico semejante plantea interior escuela o colegio modificaciones tabla guía
diagnóstico semejante plantea interior escuela o colegio modificaciones tabla guía,Buscar asesoría grupo botánicos jardineros urbanistas o personas dediquen a proyectos mejorar ambiente
Buscar asesoría grupo botánicos jardineros urbanistas o personas dediquen a proyectos mejorar ambiente,A plantearles primeras ideas y decirles recomienden empezar
A plantearles primeras ideas y decirles recomienden empezar,aprovechar proponerles conviertan aliados
aprovechar proponerles conviertan aliados,Elaborar plan proyecto construido ideas participantes estudiantes maestros jardineros escuela padres familia y vecinos incluya hará ejecutará responsables tarea necesitarán y recursos requerirán
Elaborar plan proyecto construido ideas participantes estudiantes maestros jardineros escuela padres familia y vecinos incluya hará ejecutará responsables tarea necesitarán y recursos requerirán,Buscar financiamiento o donaciones y aliados
Buscar financiamiento o donaciones y aliados,paulatinamente plan transformación área
paulatinamente plan transformación área,mantenimiento permanente a área verde a organización interna hayan acordado escuela o colegio y organizaciones hayan sumado proyecto
mantenimiento permanente a área verde a organización interna hayan acordado escuela o colegio y organizaciones hayan sumado proyecto,Invitar a periodistas comenzar y concluir partes importantes proyecto comuniquen a comunidad
Invitar a periodistas comenzar y concluir partes importantes proyecto comuniquen a comunidad,motivar resto población emprenda proyectos harán
motivar resto población emprenda proyectos harán,Tabla elaborar diagnóstico área verde externa a escuela Pregunta Respuesta Condiciones propiedad y legales sitio interés
Tabla elaborar diagnóstico área verde externa a escuela Pregunta Respuesta Condiciones propiedad y legales sitio interés,Nombre y datos propietario o autoridad encarga custodia o manejo
Nombre y datos propietario o autoridad encarga custodia o manejo,Tamaño área interés
Tamaño área interés,Construcciones cercanas tiendas oficinas casas escuelas o colegios identificarlos importante miembro proyecto
Construcciones cercanas tiendas oficinas casas escuelas o colegios identificarlos importante miembro proyecto,Características generales tipo vegetación
Características generales tipo vegetación,suelo desnudo
suelo desnudo,abandonado
abandonado,tipo campo deportivo ocasional estacionan autos fechas u montan carpas circo viene a localidad etc
tipo campo deportivo ocasional estacionan autos fechas u montan carpas circo viene a localidad etc,plantas listado e identificar región y encuentran utilizarse formato inventario
plantas listado e identificar región y encuentran utilizarse formato inventario,Número y tipo árboles Número y tipo arbustos Pasto metros cuadrados y tipo Tamaño zonas tierra descubierta porcentaje plantas región
Número y tipo árboles Número y tipo arbustos Pasto metros cuadrados y tipo Tamaño zonas tierra descubierta porcentaje plantas región,árboles arbustos Elaborar mapa dimensiones terreno y áreas cubiertas construcciones
árboles arbustos Elaborar mapa dimensiones terreno y áreas cubiertas construcciones,invitar a estudiantes a escribir percepciones recuerdos y aspiraciones
